name,type,genre,episodes,popularity,averageScore,rating,animeYear
Re:Zero kara Hajimeru Isekai Seikatsu,TV,"Action,Adventure,Drama,Fantasy,Psychological,Romance,Thriller",25,335027,81,81,2016
Magi: The kingdom of magic,TV,"Action,Adventure,Fantasy",25,105589,81,81,2014
Sakamichi no Apollon,TV,"Drama,Music,Romance,Slice of Life",12,61950,81,81,2012
Mimi wo Sumaseba,MOVIE,"Adventure,Drama,Romance,Slice of Life",1,57140,81,81,1995
Kaze no Tani no Nausicaä,MOVIE,"Action,Adventure,Drama,Fantasy,Sci-Fi",1,57583,81,81,1984
Majo no Takkyuubin,MOVIE,"Adventure,Comedy,Drama,Fantasy,Slice of Life",1,94996,81,81,1989
"Komi-san wa, Komyushou desu. 2",TV,"Comedy,Romance,Slice of Life",,64820,81,81,2022
Mairimashita! Iruma-kun 2,TV,"Comedy,Fantasy,Supernatural",21,45679,81,81,2021
Golden Kamuy 2,TV,"Action,Adventure,Comedy",12,33546,81,81,2019
Dororo,TV,"Action,Adventure,Drama,Supernatural",24,200537,81,81,2019
Fate/stay night [Heaven's Feel] I. presage flower,MOVIE,"Action,Fantasy,Psychological,Supernatural",1,84092,81,81,2017
Kono Sekai no Katasumi ni,MOVIE,"Drama,Slice of Life",1,39866,81,81,2016
Chihayafuru,TV,"Drama,Romance,Slice of Life,Sports",25,76202,81,81,2012
Princess Tutu,TV,"Drama,Fantasy,Mahou Shoujo,Mystery,Psychological,Romance",38,26923,81,81,2003
Summer Time Render,TV,"Action,Drama,Mystery,Supernatural,Thriller",25,46121,80,81,2022
SK∞,TV,"Action,Comedy,Drama,Sports",12,145900,80,81,2021
Girls und Panzer: Saishuushou 3,MOVIE,"Action,Sports",1,4680,80,82,2021
Yuukoku no Moriarty,TV,"Mystery,Psychological",11,78869,80,81,2021
Youjo Senki Movie,MOVIE,"Action,Fantasy",1,49585,80,81,2019
Natsume Yuujinchou Roku Specials,SPECIAL,"Drama,Fantasy,Slice of Life,Supernatural",2,7137,80,81,2017
Boku no Hero Academia 2,TV,"Action,Adventure,Comedy",25,399508,80,80,2017
Gintamaº: Aizome Kaori-hen,OVA,Comedy,2,13307,80,81,2016
Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA,"Drama,Fantasy,Slice of Life,Supernatural",1,10818,80,81,2014
Kaguya-hime no Monogatari,MOVIE,"Drama,Fantasy,Romance",1,38950,80,81,2013
One Outs,TV,"Psychological,Sports",25,33124,80,81,2009
HELLSING OVA,OVA,"Action,Horror,Supernatural",10,98951,80,80,2010
Yoru ni Kakeru,MUSIC,Romance,1,3064,80,82,2019
Uma Musume: Pretty Derby Season 2,TV,"Drama,Slice of Life,Sports",13,10878,80,81,2021
Hinamatsuri,TV,"Comedy,Sci-Fi,Slice of Life,Supernatural",12,92686,80,80,2018
Chuunibyou demo Koi ga Shitai!: Take On Me,MOVIE,"Comedy,Drama,Romance,Slice of Life",1,50484,80,80,2018
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,OVA,"Sci-Fi,Thriller",1,48058,80,80,2016
Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA,"Comedy,Slice of Life",2,3742,80,81,2013
Uchuu Senkan Yamato 2199,OVA,"Action,Drama,Sci-Fi",26,19807,80,81,2013
Steins;Gate: Oukoubakko no Poriomania,OVA,"Comedy,Romance,Sci-Fi",1,72235,80,80,2012
REDLINE,MOVIE,"Action,Romance,Sci-Fi,Sports",1,59840,80,80,2009
Natsume Yuujinchou,TV,"Drama,Fantasy,Slice of Life,Supernatural",13,74791,80,80,2008
Hajime no Ippo: Mashiba vs Kimura - Shikei Shikkou,OVA,"Comedy,Sports",1,14672,80,81,2003
ReLIFE: Kanketsu-hen,OVA,"Comedy,Drama,Romance,Slice of Life",4,61006,80,80,2018
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",OVA,"Comedy,Fantasy,Romance,Supernatural",1,9723,80,81,2017
Kuroko no Basket 2nd Season,TV,"Comedy,Sports",25,106826,80,80,2014
Shinsekai yori,TV,"Drama,Horror,Mystery,Psychological,Sci-Fi,Supernatural",25,113976,80,80,2013
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,"Drama,Romance,Slice of Life,Supernatural",11,260222,80,80,2011
Ookami to Koushinryou,TV,"Adventure,Fantasy,Romance",13,110495,80,80,2008
Luo Xiaohei Zhan Ji (Movie),MOVIE,"Action,Adventure,Fantasy",1,4359,80,82,2019
Made in Abyss: Tabidachi no Yoake,MOVIE,"Adventure,Drama,Fantasy,Mystery,Sci-Fi",1,19206,80,80,2019
Uchouten Kazoku 2,TV,"Comedy,Drama,Fantasy",12,13355,80,81,2017
No Game No Life Zero,MOVIE,"Action,Adventure,Drama,Fantasy,Romance",1,139263,80,80,2017
Noragami Aragoto,TV,"Action,Adventure,Comedy,Supernatural",13,197343,80,80,2016
Death Parade,TV,"Drama,Mystery,Psychological,Supernatural,Thriller",12,280004,80,80,2015
Initial D Final Stage,TV,"Action,Sports",4,19539,80,80,2014
Inuyasha: Kanketsu-hen,TV,"Action,Adventure,Comedy,Fantasy,Romance",26,31998,80,80,2010
Tonari no Totoro,MOVIE,"Adventure,Fantasy,Slice of Life,Supernatural",1,147805,80,80,1988
Kingdom 4,TV,Action,26,3846,80,85,2022
"Komi-san wa, Komyushou desu.",TV,"Comedy,Romance,Slice of Life",12,150348,80,80,2022
Boku no Hero Academia 3,TV,"Action,Adventure,Comedy",25,364573,80,80,2018
Fate/stay night: Unlimited Blade Works,TV,"Action,Fantasy,Supernatural",13,157339,80,80,2015
Little Busters!: Refrain,TV,"Drama,Mystery,Supernatural",13,24574,80,80,2014
Ouran Koukou Host Club,TV,"Comedy,Drama,Romance,Slice of Life",26,153723,80,80,2006
Tenkuu no Shiro Laputa,MOVIE,"Adventure,Fantasy,Sci-Fi",1,71438,80,80,1986
Cardcaptor Sakura,TV,"Comedy,Drama,Fantasy,Mahou Shoujo,Romance",70,59119,80,80,1999
Tonikaku Kawaii: SNS,OVA,"Comedy,Romance,Slice of Life",1,28672,80,80,2021
Natsume Yuujinchou Go Specials,SPECIAL,"Drama,Fantasy,Slice of Life,Supernatural",2,7066,80,81,2017
Non Non Biyori: Nonstop - Bukatsu wo Ganbatta,OVA,"Comedy,Slice of Life",1,4049,80,82,2022
Dragon Ball Super: Broly,MOVIE,"Action,Adventure",1,61667,80,80,2019
Haikyuu!!: Concept no Tatakai,MOVIE,"Comedy,Drama,Sports",1,16604,80,80,2017
Working!!!: Lord of the Takanashi,SPECIAL,"Comedy,Slice of Life",1,16852,80,80,2016
Kingdom 2,TV,Action,39,13078,80,80,2014
Major: World Series,OVA,"Comedy,Drama,Sports",2,5333,80,81,2012
Danshi Koukousei no Nichijou,TV,"Comedy,Slice of Life",12,118826,80,80,2012
Hotarubi no Mori e,MOVIE,"Drama,Fantasy,Romance,Supernatural",1,122317,80,80,2011
Nodame Cantabile Finale,TV,"Comedy,Music,Romance",11,14774,80,80,2010
GHOST IN THE SHELL: Koukaku Kidoutai,MOVIE,"Action,Psychological,Sci-Fi",1,87850,80,80,1995
Umibe no Étranger,MOVIE,"Drama,Romance,Slice of Life",1,41365,80,80,2020
Boku no Hero Academia THE MOVIE: Heroes:Rising,MOVIE,"Action,Sci-Fi",1,103330,80,80,2020
Tensei Shitara Slime Datta Ken,TV,"Action,Adventure,Comedy,Fantasy",24,221608,80,80,2019
Shelter,MUSIC,Sci-Fi,1,56961,80,80,2016
Tamayura: Sotsugyou Shashin Part 4 - Ashita,MOVIE,"Comedy,Slice of Life",1,2590,80,82,2016
Bakemono no Ko,MOVIE,"Action,Adventure,Comedy,Drama,Fantasy,Supernatural",1,67886,80,80,2015
Ashita no Joe,TV,"Action,Drama,Slice of Life,Sports",79,19247,80,80,1971
Nodame Cantabile,TV,"Comedy,Drama,Music,Romance,Slice of Life",23,39125,80,80,2007
BLACK LAGOON: The Second Barrage,TV,"Action,Adventure,Drama,Thriller",12,60677,80,80,2007
Kidou Keisatsu Patlabor 2: the Movie,MOVIE,"Drama,Mecha,Mystery,Sci-Fi",1,7343,80,80,1993
Planetes,TV,"Drama,Romance,Sci-Fi,Slice of Life",26,37327,80,80,2004
BECK,TV,"Comedy,Drama,Music,Slice of Life",26,46278,80,80,2005
World Trigger 2nd Season,TV,"Action,Sci-Fi",12,23271,80,80,2021
Eizouken ni wa Te wo Dasu na!,TV,"Adventure,Comedy,Slice of Life",12,73926,80,80,2020
Karakai Jouzu no Takagi-san 2,TV,"Comedy,Romance,Slice of Life",12,56311,80,80,2019
"Meitantei Conan Episode ""ONE"" Chiisakunatta Meitantei",SPECIAL,"Adventure,Comedy,Mystery",1,4067,80,81,2017
Kemono no Souja Erin,TV,"Drama,Fantasy",50,15275,80,80,2010
xxxHOLiC Kei,TV,"Comedy,Drama,Horror,Mystery,Psychological,Supernatural",13,14373,80,80,2008
Higurashi no Naku Koro ni Kai,TV,"Horror,Mystery,Psychological,Supernatural,Thriller",24,58145,80,80,2008
Major S3,TV,"Drama,Sports",26,8707,80,80,2007
Lupin III: Cagliostro no Shiro,MOVIE,"Action,Adventure,Comedy,Mystery",1,19655,80,80,1980
Cardcaptor Sakura Movie: Fuinsareta Card,MOVIE,"Drama,Fantasy,Mahou Shoujo,Romance",1,15335,80,80,2000
Hajime no Ippo: Champion Road,SPECIAL,"Comedy,Sports",1,17102,80,80,2003
Initial D SECOND STAGE,TV,"Action,Drama,Sports",13,29052,80,80,2000
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2 - Eris no Goblin Toubatsu,SPECIAL,"Adventure,Drama,Fantasy",1,25742,80,80,2022
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,TV,"Fantasy,Slice of Life",12,32329,80,80,2020
IDOLiSH7: Second BEAT!,TV,"Comedy,Drama,Music",15,6742,80,81,2021
Gintama: Yorinuki Gintama-san on Theater 2D,MOVIE,"Action,Comedy,Drama,Sci-Fi",2,6428,80,81,2012
Ansatsu Kyoushitsu,TV,"Action,Comedy,Drama,Supernatural",22,367529,80,80,2015
Nisemonogatari,TV,"Comedy,Drama,Ecchi,Mystery,Psychological,Supernatural",11,123173,80,80,2012
Zombie Land Saga: Revenge,TV,"Comedy,Music,Supernatural",12,43390,79,80,2021
Quanzhi Gaoshou Specials,ONA,"Action,Comedy",3,17928,79,80,2018
Thunderbolt Fantasy: Touriken Yuuki,TV,"Action,Drama,Fantasy",13,3239,79,81,2016
ONE PIECE FILM: Z,MOVIE,"Action,Adventure,Comedy,Drama",1,33201,79,80,2013
Mahou Shoujo Madoka☆Magica Movie: Hajimari no Monogatari,MOVIE,"Action,Drama,Fantasy,Mahou Shoujo,Psychological,Thriller",1,33620,79,80,2012
Stranger: Mukou Hadan,MOVIE,"Action,Adventure",1,48291,79,80,2007
Dorohedoro,TV,"Action,Adventure,Comedy,Fantasy,Horror,Mystery",12,91615,79,79,2020
Boku no Hero Academia 4,TV,"Action,Adventure,Comedy,Sci-Fi",25,314311,79,79,2020
Lupin III: Part V,TV,"Action,Adventure,Comedy",24,9612,79,80,2018
Kono Subarashii Sekai ni Shukufuku wo!,TV,"Adventure,Comedy,Ecchi,Fantasy",10,293501,79,79,2016
Akatsuki no Yona OVA,OVA,"Action,Comedy,Fantasy,Romance",3,25233,79,80,2016
Kamisama Hajimemashita,TV,"Comedy,Fantasy,Romance,Supernatural",13,87844,79,79,2013
Bakuman.,TV,"Comedy,Drama,Romance,Slice of Life",25,79272,79,79,2011
Tsubasa: Tokyo Revelations,OVA,"Adventure,Drama,Fantasy,Romance",3,9321,79,80,2008
Hachimitsu to Clover II,TV,"Drama,Romance,Slice of Life",12,13765,79,80,2006
Major S1,TV,"Comedy,Drama,Sports",26,14622,79,80,2005
serial experiments lain,TV,"Drama,Mystery,Psychological,Sci-Fi,Supernatural",13,119452,79,79,1998
Girls und Panzer: Saishuushou 2,MOVIE,"Action,Sports",1,7411,79,80,2019
Asobi Asobase,TV,"Comedy,Slice of Life",12,86402,79,79,2018
Haikyuu!!: Sainou to Sense,MOVIE,"Comedy,Drama,Sports",1,15702,79,80,2017
Tsuki ga Kirei,TV,"Drama,Romance,Slice of Life",12,95643,79,79,2017
Kidou Senshi Gundam: Tekketsu no Orphans 2,TV,"Action,Drama,Mecha,Sci-Fi",25,21224,79,79,2017
Shokugeki no Souma: Ni no Sara,TV,"Comedy,Ecchi",13,163817,79,79,2016
Shokugeki no Souma,TV,"Comedy,Ecchi",24,251638,79,79,2015
Tsukimonogatari,TV,"Comedy,Ecchi,Mystery,Supernatural",4,79452,79,79,2015
Hibike! Euphonium,TV,"Drama,Music,Slice of Life",13,90427,79,79,2015
Diamond no Ace,TV,"Comedy,Sports",75,41058,79,79,2014
Major S4,TV,"Comedy,Drama,Sports",26,8257,79,80,2008
Major S2,TV,"Comedy,Drama,Sports",26,9171,79,80,2006
NARUTO,TV,"Action,Comedy",220,401625,79,79,2005
HOLOLIVE ALTERNATIVE Teaser PVs,ONA,Fantasy,,3534,79,80,2021
Shingeki no Kyojin Season 3 Part 2 Specials,SPECIAL,"Comedy,Fantasy",3,9129,79,80,2019
Digimon Adventure: Last Evolution Kizuna,MOVIE,"Action,Adventure,Fantasy",1,7064,79,80,2020
Durarara!!x2 Ketsu,TV,"Action,Mystery,Supernatural",12,53583,79,79,2016
Kaze Tachinu,MOVIE,"Drama,Romance",1,55811,79,79,2013
Toaru Kagaku no Railgun S,TV,"Action,Fantasy,Sci-Fi",24,62950,79,79,2013
Hyouka,TV,"Mystery,Slice of Life",22,209599,79,79,2012
Hidamari Sketch x Honeycomb,TV,"Comedy,Slice of Life",12,5889,79,80,2013
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,MOVIE,"Action,Drama,Mahou Shoujo,Sci-Fi",1,4851,79,80,2012
Romeo no Aoi Sora,TV,"Adventure,Drama,Slice of Life",33,8333,79,80,1996
Initial D FOURTH STAGE,TV,"Action,Drama,Sports",24,24609,79,79,2005
BEASTARS 2,TV,"Drama,Mystery,Psychological,Romance,Slice of Life",12,85426,79,79,2021
Wotaku ni Koi wa Muzukashii OVA,OVA,"Comedy,Romance,Slice of Life",3,42157,79,79,2020
Gakuen Babysitters,TV,"Comedy,Slice of Life",12,61278,79,79,2018
Durarara!!,TV,"Action,Mystery,Supernatural",24,183113,79,79,2010
Meitantei Conan: Shikkoku no Chaser,MOVIE,"Action,Drama,Mystery",1,7503,79,80,2009
Meitantei Conan: Baker Street no Bourei,MOVIE,"Adventure,Mystery",1,8990,79,79,2002
TRIGUN,TV,"Action,Adventure,Comedy,Drama,Sci-Fi",26,86419,79,79,1998
Sword Art Online: Progressive - Hoshinaki Yoru no Aria,MOVIE,"Action,Adventure,Fantasy,Romance",1,43884,79,79,2021
Wotaku ni Koi wa Muzukashii,TV,"Comedy,Romance,Slice of Life",11,183604,79,79,2018
Ballroom e Youkoso,TV,"Drama,Romance,Sports",24,54215,79,79,2018
Berserk: Ougon Jidaihen III - Kourin,MOVIE,"Action,Adventure,Drama,Fantasy,Horror,Supernatural",1,30050,79,79,2013
Mahoutsukai no Yome: Hoshi Matsu Hito,OVA,"Drama,Fantasy",3,46148,79,79,2017
Akatsuki no Yona,TV,"Action,Adventure,Comedy,Drama,Fantasy,Romance",24,123830,79,79,2015
JoJo no Kimyou na Bouken: Stardust Crusaders,TV,"Action,Adventure,Supernatural",24,191796,79,79,2014
Mawaru Penguindrum,TV,"Drama,Mystery,Psychological,Supernatural",24,55175,79,79,2012
Seirei no Moribito,TV,"Action,Adventure,Fantasy",26,27687,79,79,2007
Rurouni Kenshin: Meiji Kenkaku Romantan,TV,"Action,Adventure,Comedy,Drama,Romance",94,54832,79,79,1997
Shiguang Dailiren Special,ONA,"Mystery,Supernatural",1,7375,79,79,2021
GHOST,MUSIC,,1,1327,79,83,2021
Kuroko no Basket: Last Game,MOVIE,"Comedy,Sports",1,46961,79,79,2017
Kyoukai no Kanata: I'LL BE HERE - Mirai-hen,MOVIE,"Action,Drama,Fantasy,Romance,Slice of Life,Supernatural",1,43863,79,79,2015
Kill la Kill,TV,"Action,Comedy,Ecchi",24,254390,79,79,2014
Sakurasou no Pet na Kanojo,TV,"Comedy,Drama,Romance,Slice of Life",24,170628,79,79,2013
Gintama: Jump Festa 2008 Special,SPECIAL,"Action,Comedy,Sci-Fi",1,9200,79,79,2009
IDOLiSH7: Third BEAT!,TV,"Drama,Music",13,3669,79,81,2021
Haikyuu!! Riku VS Kuu,OVA,"Comedy,Drama,Sports",2,76252,79,79,2020
Quanzhi Gaoshou: Dianfeng Rongyao,MOVIE,"Action,Drama",1,9039,79,79,2019
BanG Dream! 3rd Season,TV,"Comedy,Music,Slice of Life",13,9215,79,79,2020
Thunderbolt Fantasy: Touriken Yuuki 2,TV,"Action,Drama,Fantasy",13,1713,79,82,2019
Kobayashi-san Chi no Maidragon,TV,"Comedy,Fantasy,Slice of Life",13,203214,79,79,2017
Akagami no Shirayuki-hime 2,TV,"Drama,Fantasy,Romance",12,54700,79,79,2016
Tamako Love Story,MOVIE,"Comedy,Romance,Slice of Life",1,69849,79,79,2014
Haibane Renmei,TV,"Drama,Fantasy,Mystery,Psychological,Slice of Life",13,49187,79,79,2003
Gankutsuou,TV,"Drama,Mystery,Sci-Fi,Supernatural,Thriller",24,37222,79,79,2005
AKIRA,MOVIE,"Action,Adventure,Horror,Psychological,Sci-Fi,Supernatural",1,120804,79,79,1988
Kanata no Astra,TV,"Adventure,Mystery,Sci-Fi",12,61174,79,79,2019
Girls und Panzer: Saishuushou,MOVIE,"Action,Sports",1,10892,79,79,2018
Bungou Stray Dogs: DEAD APPLE,MOVIE,"Action,Comedy,Mystery,Supernatural",1,50987,79,79,2018
Working!!!,TV,"Comedy,Romance,Slice of Life",13,35501,79,79,2015
Gin no Saji,TV,"Comedy,Slice of Life",11,46898,79,79,2013
xxxHOLiC Rou,OVA,"Mystery,Psychological,Supernatural",2,7971,79,79,2011
Dragon Ball Z,TV,"Action,Adventure,Comedy",291,138145,79,79,1993
HUNTER×HUNTER: Greed Island Final,OVA,"Action,Adventure,Fantasy",14,16114,79,79,2004
Vanitas no Carte,TV,"Drama,Fantasy,Mystery,Supernatural",12,97421,78,78,2021
Maou-jou de Oyasumi,TV,"Comedy,Fantasy,Slice of Life",12,40691,78,79,2021
High Score Girl II,TV,"Comedy,Drama,Romance",9,23065,78,79,2020
Yuri Plisetsky GPF in Barcelona EX “Welcome to The Madness”,SPECIAL,"Music,Sports",1,19956,78,79,2017
Shokugeki no Souma: San no Sara,TV,"Comedy,Ecchi",12,142334,78,78,2018
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,MOVIE,"Action,Drama,Fantasy,Mahou Shoujo,Slice of Life",1,4236,78,80,2017
"Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku: Kitto, Onnanoko wa Osatou to Spice to Suteki na Nanika de Dekiteiru",OVA,"Comedy,Romance,Slice of Life",1,43492,78,79,2016
Major: Message,OVA,"Comedy,Drama,Sports",1,4751,78,79,2011
Toradora!,TV,"Comedy,Drama,Romance,Slice of Life",25,329210,78,78,2009
Tengen Toppa Gurren Lagann: Gurren-hen,MOVIE,"Action,Comedy,Mecha",1,25347,78,79,2008
Kaiba,TV,"Adventure,Mystery,Psychological,Romance,Sci-Fi",12,29436,78,79,2008
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,SPECIAL,"Mystery,Sci-Fi",1,13183,78,79,2006
HUNTER×HUNTER: Greed Island,OVA,"Action,Adventure,Fantasy",8,19066,78,79,2003
Hagane no Renkinjutsushi,TV,"Action,Adventure,Drama,Fantasy",51,152568,78,78,2004
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,OVA,"Adventure,Drama,Mecha,Sci-Fi",6,11377,78,79,1989
Kuroshitsuji: Book of Circus,TV,"Comedy,Fantasy,Mystery,Supernatural",10,49401,78,78,2014
Initial D Fifth Stage,TV,"Action,Drama,Sports",14,20801,78,79,2013
Nodame Cantabile: Paris-hen,TV,"Comedy,Music,Romance,Slice of Life",11,14467,78,79,2009
Gake no Ue no Ponyo,MOVIE,"Adventure,Fantasy",1,94282,78,78,2008
Douluo Dalu: Xingdou Xianji,ONA,"Action,Adventure,Fantasy,Romance,Supernatural",13,860,78,83,2020
Douluo Dalu: Xiaowu Juebie,ONA,"Action,Adventure,Fantasy,Romance,Supernatural",13,979,78,83,2020
Wan Sheng Jie 2,ONA,"Comedy,Fantasy,Slice of Life,Supernatural",12,2375,78,80,2021
Inochi no Tabekata,MUSIC,Supernatural,1,2302,78,80,2020
Jibaku Shounen Hanako-kun,TV,"Action,Comedy,Drama,Mystery,Supernatural",12,140656,78,78,2020
Kidou Senshi Gundam: Senkou no Hathaway,MOVIE,"Action,Drama,Mecha,Sci-Fi",1,7058,78,79,2021
Promare,MOVIE,"Action,Mecha,Sci-Fi",1,65872,78,78,2019
PERSONA 3 THE MOVIE: #4 Winter of Rebirth,MOVIE,"Action,Fantasy,Supernatural",1,12583,78,79,2016
Yowamushi Pedal: GRANDE ROAD,TV,"Comedy,Drama,Sports",24,18569,78,78,2015
Kuroshitsuji: Book of Murder,OVA,"Comedy,Fantasy,Mystery,Supernatural",2,28465,78,78,2014
Yahari Ore no Seishun Love Come wa Machigatteiru.,TV,"Comedy,Drama,Romance,Slice of Life",13,214750,78,78,2013
Kuroko no Basket,TV,"Comedy,Sports",25,162151,78,78,2012
SKET DANCE,TV,"Comedy,Drama,Slice of Life",77,30900,78,79,2012
Kimi ni Todoke 2nd Season,TV,"Comedy,Drama,Romance,Slice of Life",12,58728,78,78,2011
Hidamari Sketch x ☆☆☆,TV,"Comedy,Slice of Life",12,6179,78,79,2010
Kidou Senshi Gundam UC,OVA,"Action,Drama,Mecha,Sci-Fi",7,14452,78,79,2012
BLACK LAGOON: Roberta's Blood Trail,OVA,"Action,Adventure,Drama,Thriller",5,37285,78,78,2011
Baccano! Specials,SPECIAL,"Action,Comedy,Mystery,Supernatural",3,27356,78,78,2008
PUI PUI Molcar,TV_SHORT,Comedy,12,5122,78,79,2021
Love Live! Superstar!!,TV,"Music,Slice of Life",12,15954,78,79,2021
Yagate Kimi ni Naru,TV,"Drama,Romance,Slice of Life",13,79061,78,78,2019
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA,"Adventure,Comedy,Fantasy",1,64375,78,78,2017
Kami nomi zo Shiru Sekai: Megami-hen,TV,"Comedy,Romance,Supernatural",12,45605,78,78,2013
Kimi ni Todoke,TV,"Comedy,Drama,Romance,Slice of Life",25,118581,78,78,2010
ONE PIECE FILM: STRONG WORLD,MOVIE,"Action,Adventure,Comedy,Drama,Fantasy",1,29846,78,78,2010
Toki wo Kakeru Shoujo,MOVIE,"Drama,Romance,Sci-Fi",1,109046,78,78,2006
FLCL,OVA,"Action,Comedy,Mecha,Sci-Fi",6,116591,78,78,2001
Kobayashi-san Chi no Maidragon S: Nippon no Omotenashi (Attend wa Dragon Desu),SPECIAL,"Comedy,Fantasy,Slice of Life",1,13248,78,79,2022
Benghuai 3: Zuihou Yi Ke,ONA,"Action,Sci-Fi",1,464,78,88,2019
Stand By Me Doraemon 2,MOVIE,"Adventure,Comedy,Fantasy",1,2628,78,80,2020
Kakushigoto,TV,"Comedy,Slice of Life",12,69111,78,78,2020
Cike Wu Liuqi,ONA,"Action,Comedy,Drama,Mystery,Romance",10,19628,78,78,2018
High Score Girl: EXTRA STAGE,OVA,"Comedy,Drama,Romance,Slice of Life",3,14850,78,78,2019
Gochuumon wa Usagi Desu ka? BLOOM,TV,"Comedy,Slice of Life",12,13739,78,79,2021
Kuroko no Basket: Saikou no Present Desu,SPECIAL,"Comedy,Sports",1,11824,78,78,2016
ReLIFE,ONA,"Comedy,Drama,Romance,Slice of Life",13,145651,78,78,2016
Zankyou no Terror,TV,"Drama,Mystery,Psychological,Thriller",11,165284,78,78,2014
Durarara!!x2 Shou,TV,"Action,Mystery,Supernatural",12,74212,78,78,2015
Meitantei Conan: Ijigen no Sniper,MOVIE,"Action,Comedy,Mystery",1,6261,78,79,2014
ONE PIECE: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,SPECIAL,"Action,Adventure,Comedy,Drama,Fantasy",1,10262,78,78,2012
Kuragehime,TV,"Comedy,Romance,Slice of Life",11,35977,78,78,2011
Douluo Dalu: Hanhai Qiankun,ONA,"Action,Adventure,Fantasy,Romance,Supernatural",13,819,78,83,2021
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,MOVIE,"Drama,Fantasy,Slice of Life,Supernatural",1,5729,78,80,2021
veil,MUSIC,Psychological,1,1739,78,80,2019
Gakuen Babysitters OVA,OVA,"Comedy,Slice of Life",1,10087,78,78,2018
Durarara!!x2 Ten,TV,"Action,Mystery,Supernatural",12,58534,78,78,2015
Hanamonogatari,TV,"Drama,Mystery,Psychological,Supernatural",5,81244,78,78,2014
Non Non Biyori,TV,"Comedy,Slice of Life",12,79480,78,78,2014
Kara no Kyoukai: Mirai Fukuin,MOVIE,"Drama,Mystery,Supernatural",1,22635,78,78,2013
ARIA The OVA: ARIETTA,OVA,"Fantasy,Sci-Fi,Slice of Life",1,8458,78,78,2007
Paprika,MOVIE,"Fantasy,Mystery,Psychological,Sci-Fi,Thriller",1,77823,78,78,2006
BLACK LAGOON,TV,"Action,Adventure,Drama,Thriller",12,128619,78,78,2006
Akage no Anne,TV,"Drama,Slice of Life",50,8459,78,79,1980
Oz.,MUSIC,Fantasy,1,1838,78,81,2021
Douluo Dalu: Haishen Zhi Guang,ONA,"Action,Adventure,Fantasy,Romance,Supernatural",13,827,78,83,2021
Enen no Shouboutai: Ni no Shou,TV,"Action,Drama,Sci-Fi,Supernatural",24,156402,78,78,2021
BEASTARS,TV,"Drama,Mystery,Psychological,Romance,Slice of Life",12,153378,78,78,2020
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,TV,"Comedy,Ecchi",12,107675,78,78,2018
Mahoutsukai no Yome,TV,"Drama,Fantasy,Romance,Slice of Life,Supernatural",24,131861,78,78,2018
Fate/kaleid liner Prisma☆Illya: Sekka no Chikai,MOVIE,"Action,Drama,Fantasy,Psychological",1,19948,78,78,2017
Meitantei Conan: Junkoku no Nightmare,MOVIE,"Action,Mystery",1,5895,78,79,2016
Omoide no Marnie,MOVIE,"Drama,Mystery,Psychological",1,48820,78,78,2014
Noragami,TV,"Action,Adventure,Comedy,Fantasy,Supernatural",12,336444,78,78,2014
Magi: The labyrinth of magic,TV,"Action,Adventure,Fantasy",25,137278,78,78,2013
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,MOVIE,"Action,Drama,Sci-Fi",1,7860,78,78,1994
BanG Dream! Episode of Roselia II: Song I am.,MOVIE,Music,1,2118,78,81,2021
Tonikaku Kawaii,TV,"Comedy,Romance,Slice of Life",12,126275,78,78,2021
Tate no Yuusha no Nariagari,TV,"Action,Adventure,Fantasy",25,245894,78,78,2019
Black Clover,TV,"Action,Adventure,Comedy,Fantasy",170,303096,78,78,2019
Yuuri!!! on ICE,TV,"Comedy,Drama,Sports",12,149413,78,78,2017
Yuru Yuri San☆Hai!,TV,"Comedy,Slice of Life",12,23730,78,78,2016
No Game No Life,TV,"Adventure,Comedy,Ecchi,Fantasy",12,334707,78,78,2014
Eve no Jikan Movie,MOVIE,"Sci-Fi,Slice of Life",1,19917,78,78,2010
Kaichou wa Maid-sama!,TV,"Comedy,Drama,Romance",26,173990,78,78,2010
K-ON!,TV,"Comedy,Music,Slice of Life",13,165909,78,78,2009
Eve no Jikan: Are you enjoying the time of EVE?,ONA,"Sci-Fi,Slice of Life",6,26368,78,78,2009
